Permissions,FEAT_LABEL
"['android.permission.READ_PHONE_STATE', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'android.permission.WAKE_LOCK', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.SYSTEM_ALERT_WINDOW', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.FOREGROUND_SERVICE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.GET_TASKS', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.VIBRATE', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",sex
"['android.permission.READ_PHONE_STATE', 'android.permission.VIBRATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.ACCESS_WIFI_STATE']",sex
"['android.permission.READ_PHONE_STATE', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.SYSTEM_ALERT_WINDOW', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.WAKE_LOCK', 'android.permission.FOREGROUND_SERVICE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.GET_TASKS', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.INTERNET']",sex
"['android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.VIBRATE', 'android.permission.RECORD_AUDIO', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.MANAGE_EXTERNAL_STORAGE', 'android.permission.READ_PRIVILEGED_PHONE_STATE', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CAMERA', 'android.permission.READ_LOGS', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.LOCAL_MAC_ADDRESS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.FOREGROUND_SERVICE', 'android.permission.INSTALL_PACKAGES', 'android.permission.WRITE_MEDIA_STORAGE']",sex
"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.BROADCAST_STICKY', 'android.permission.WRITE_CONTACTS', 'android.permission.READ_CLIPS', 'com.google.android.googleapps.permission.GOOGLE_AUTH.OTHER_SERVICES', 'android.permission.SUBSCRIBED_FEEDS_READ', 'com.samsung.android.providers.context.permission.READ_RECORD_AUDIO', 'com.htc.launcher.permission.UPDATE_SHORTCUT', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.READ_LOGS', 'com.bbk.launcher2.permission.READ_SETTINGS', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_DOWNLOAD_MANAGER', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.PACKAGE_USAGE_STATS', 'android.permission.DOWNLOAD_WITHOUT_NOTIFICATION', 'android.permission.ACCESS_GPS', 'com.google.android.gms.permission.AD_ID_NOTIFICATION', 'android.permission.DEVICE_POWER', 'android.permission.NFC', 'android.permission.WRITE_SYNC_SETTINGS', 'android.permission.BLUETOOTH', 'android.permission.RECEIVE_BOOT_COMPLETED', 'me.everything.badger.permission.BADGE_COUNT_WRITE', 'com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'android.permission.RECEIVE_WAP_PUSH', 'android.permission.REORDER_TASKS', 'android.permission.GET_INTENT_SENDER_INTENT', 'com.huawei.android.launcher.permission.WRITE_SETTINGS', 'android.permission.VIBRATE', 'android.permission.RECORD_AUDIO', 'android.permission.ACCESS_WIMAX_STATE', 'android.permission.BROADCAST_PACKAGE_INSTALL', 'android.permission.READ_OWNER_DATA', 'android.permission.GET_TASKS', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'android.permission.RECEIVE_SMS', 'com.android.browser.permission.WRITE_HISTORY_BOOKMARKS', 'android.permission.READ_APP_BADGE', 'com.android.launcher.permission.WRITE_SETTINGS', 'android.permission.WRITE_CALL_LOG', 'com.s.launcher.permission.READ_SETTINGS', 'android.permission.SEND_SMS', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'com.teslacoilsw.launcher.permission.READ_SETTINGS', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.CLEAR_APP_CACHE', 'android.permission.READ_USER_DICTIONARY', 'com.android.vending.CHECK_LICENSE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.FOREGROUND_SERVICE', 'android.permission.ACTIVITY_RECOGNITION', 'android.permission.DELETE_PACKAGES', 'com.asus.msa.SupplementaryDID.ACCESS', 'com.anddoes.launcher.permission.UPDATE_COUNT', 'android.permission.BIND_APPWIDGET', 'android.permission.BATTERY_STATS', 'android.permission.SET_WALLPAPER_HINTS', 'com.android.launcher3.permission.READ_SETTINGS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.INTERNET', 'android.permission.WRITE_MEDIA_STORAGE', 'android.permission.BROADCAST_PACKAGE_REPLACED', 'android.permission.CLEAR_APP_USER_DATA', 'android.permission.GET_ACCOUNTS', 'com.sec.android.permission.LAUNCH_PERSONAL_PAGE_SERVICE', 'android.permission.CHANGE_WIMAX_STATE', 'android.permission.ACCESS_MEDIA_LOCATION', 'com.sec.android.settings.permission.SOFT_RESET', 'android.permission.WAKE_LOCK', 'android.permission.WRITE_CALENDAR', 'android.permission.READ_CELL_BROADCASTS', 'com.tsf.shell.permission.READ_SETTINGS', 'com.samsung.svoice.sync.WRITE_DATABASE', 'com.sonyericsson.home.permission.BROADCAST_BADGE', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'com.google.android.gms.permission.ACTIVITY_RECOGNITION', 'com.google.android.providers.talk.permission.READ_ONLY', 'android.permission.ACCESS_CACHE_FILESYSTEM', 'android.permission.WRITE_PROFILE', 'android.permission.AUTHENTICATE_ACCOUNTS', 'android.permission.READ_SETTINGS', 'android.permission.PROCESS_OUTGOING_CALLS', 'com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY', 'android.permission.RESTART_PACKAGES', 'android.permission.USE_SIP', 'android.permission.REPLACE_EXISTING_PACKAGE', 'com.sec.android.app.voicenote.Controller', 'android.permission.SUBSCRIBED_FEEDS_WRITE', 'android.permission.RECEIVE_USER_PRESENT', 'com.htc.launcher.permission.READ_SETTINGS', 'android.permission.WRITE_APN_SETTINGS', 'com.samsung.svoice.sync.ACCESS_SERVICE', 'com.anddoes.launcher.permission.READ_SETTINGS', 'android.permission.READ_PROFILE', 'com.majeur.launcher.permission.UPDATE_BADGE', 'com.android.launcher2.permission.READ_SETTINGS', 'android.permission.CHANGE_WIFI_MULTICAST_STATE', 'android.permission.SET_WALLPAPER', 'android.permission.SET_TIME', 'android.permission.WRITE_OWNER_DATA', 'android.permission.BLUETOOTH_ADMIN', 'com.samsung.svoice.sync.READ_DATABASE', 'android.permission.GET_PACKAGE_SIZE', 'android.permission.READ_CALENDAR', 'android.permission.CALL_PHONE', 'android.permission.EXPAND_STATUS_BAR', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.READ_SYNC_STATS', 'android.permission.PERSISTENT_ACTIVITY', 'android.permission.CAMERA', 'com.google.android.launcher.permission.READ_SETTINGS', 'android.permission.RECEIVE_MMS', 'com.oppo.launcher.permission.READ_SETTINGS', 'android.permission.USE_CREDENTIALS', 'android.permission.READ_CONTACTS', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.WRITE_SOCIAL_STREAM', 'android.permission.UPDATE_APP_OPS_STATS', 'com.sec.android.provider.badge.permission.READ', 'me.everything.badger.permission.BADGE_COUNT_READ', 'android.permission.GET_CLIPS', 'android.permission.DISABLE_KEYGUARD', 'com.android.voicemail.permission.ADD_VOICEMAIL', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.TRANSMIT_IR', 'android.permission.READ_SMS', 'android.permission.INSTALL_PACKAGES', 'android.permission.BROADCAST_PACKAGE_ADDED', 'com.samsung.android.scloud.backup.lib.read', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.BIND_DIRECTORY_SEARCH', 'com.google.android.providers.talk.permission.WRITE_ONLY', 'android.permission.MANAGE_EXTERNAL_STORAGE', 'android.permission.USE_FINGERPRINT', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'com.android.launcher.permission.UNINSTALL_SHORTCUT', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_BACKGROUND_LOCATION', 'com.samsung.android.scloud.backup.lib.write', 'android.permission.WRITE_CLIPS', 'com.sec.android.provider.badge.permission.WRITE', 'com.mx.launcher.permission.READ_SETTINGS', 'android.permission.MANAGE_ACCOUNTS', 'com.actionlauncher.playstore.permission.READ_SETTINGS', 'android.permission.MODIFY_AUDIO_SETTINGS', 'cn.nubia.launcher.permission.READ_SETTINGS', 'android.permission.READ_INSTALL_SESSIONS', 'android.permission.BROADCAST_PACKAGE_CHANGED', 'android.permission.ACCESS_COARSE_LOCATION', 'com.google.android.googleapps.permission.GOOGLE_AUTH.YouTubeUser', 'android.permission.READ_SOCIAL_STREAM', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.CHANGE_WIFI_STATE', 'com.huawei.android.launcher.permission.READ_SETTINGS', 'com.tencent.com.hbsei.icdgd.permission.SAFE_ACCESS', 'com.apusapps.launcher.permission.READ_SETTINGS', 'android.permission.CHANGE_NETWORK_STATE', 'sec.android.permission.READ_MSG_PREF', 'com.huawei.authentication.HW_ACCESS_AUTH_SERVICE', 'android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS', 'android.permission.BODY_SENSORS', 'android.permission.GRANT_RUNTIME_PERMISSIONS', 'android.permission.ACCOUNT_MANAGER', 'freemme.permission.msa', 'com.oppo.launcher.permission.WRITE_SETTINGS', 'android.permission.WRITE_USER_DICTIONARY', 'android.permission.WRITE_SMS', 'com.google.android.googleapps.permission.GOOGLE_AUTH', 'com.android.vending.BILLING', 'android.permission.FLASHLIGHT', 'com.sec.android.permission.VOIP_INTERFACE', 'android.permission.READ_SYNC_SETTINGS', 'android.permission.READ_CALL_LOG', 'android.permission.SET_TIME_ZONE', 'com.android.voicemail.permission.READ_WRITE_ALL_VOICEMAIL', 'com.android.alarm.permission.SET_ALARM', 'com.samsung.android.providers.context.permission.WRITE_RECORD_AUDIO']",sex
"['android.permission.BROADCAST_PACKAGE_INSTALL', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.BROADCAST_PACKAGE_CHANGED', 'android.permission.BROADCAST_PACKAGE_REPLACED', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.BROADCAST_PACKAGE_ADDED', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.BLUETOOTH', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.RESTART_PACKAGES', 'android.permission.GET_TASKS']",sex
"['android.permission.READ_PHONE_STATE', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'android.permission.WAKE_LOCK', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.SYSTEM_ALERT_WINDOW', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.FOREGROUND_SERVICE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.GET_TASKS', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.VIBRATE', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",sex
"['android.permission.MANAGE_EXTERNAL_STORAGE', 'com.google.android.gms.permission.AD_ID', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_MEDIA_IMAGES', 'android.permission.READ_MEDIA_VIDEO', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.BLUETOOTH', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.VIBRATE', 'android.permission.CAMERA', 'android.permission.RECORD_AUDIO', 'android.permission.READ_MEDIA_AUDIO', 'android.permission.FLASHLIGHT', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.fulishe.appv1.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION', 'Manifest.permission.CAPTURE_AUDIO_OUTPUT', 'android.permission.ACCESS_WIFI_STATE']",sex
"['android.permission.WRITE_SETTINGS', 'android.permission.READ_PRIVILEGED_PHONE_STATE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.MANAGE_EXTERNAL_STORAGE', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WRITE_MEDIA_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS']",sex
"['ztbhn2.mzyzhjn.myyn2rlnd.mfracjuz.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION', 'android.permission.FOREGROUND_SERVICE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.MANAGE_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.PACKAGE_USAGE_STATS', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.BLUETOOTH', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'android.permission.READ_PHONE_STATE', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.VIBRATE', 'android.permission.CAMERA', 'android.permission.RECORD_AUDIO', 'android.permission.GET_TASKS', 'android.permission.FLASHLIGHT', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.ACCESS_WIFI_STATE']",sex
"['android.permission.READ_PHONE_STATE', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'android.permission.WAKE_LOCK', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.SYSTEM_ALERT_WINDOW', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.FOREGROUND_SERVICE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.GET_TASKS', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.VIBRATE', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET']",sex
"['android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.VIBRATE', 'android.permission.RECORD_AUDIO', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.MANAGE_EXTERNAL_STORAGE', 'android.permission.READ_PRIVILEGED_PHONE_STATE', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.CAMERA', 'android.permission.READ_LOGS', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.LOCAL_MAC_ADDRESS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.FOREGROUND_SERVICE', 'android.permission.INSTALL_PACKAGES', 'android.permission.WRITE_MEDIA_STORAGE']",sex
"['android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.WRITE_SETTINGS', 'com.asus.msa.SupplementaryDID.ACCESS', 'freemme.permission.msa', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.CALL_PHONE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'com.tiangua.tg.openadsdk.permission.TT_PANGOLIN']",sex
"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.INTERNET', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES']",sex
"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.INTERNET', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES']",sex
"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.INTERNET', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES']",sex
"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.INTERNET', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES']",sex
